formula;tool;exit_status;exit_code;time;states;edges;transitions;acc;scc;nondet_states;nondet_aut;complete_aut;product_states;product_transitions;product_scc
0;ltl2ldba;ok;0;0.695581;1;0;0;1;1;0;0;0;1;0;1
0;ltl2ldbaOpt;ok;0;0.922091;1;0;0;0;1;0;0;0;1;0;1
0;S+S;ok;0;0.021098;1;0;0;0;1;0;0;0;1;0;1
0;S+SOpt;ok;0;0.0296325;1;0;0;0;1;0;0;0;1;0;1
0;LTL2SDBA;ok;0;0.00598226;1;0;0;1;1;0;0;0;1;0;1
0;LTL2SDBA+Opt;ok;0;0.0102883;1;0;0;0;1;0;0;0;1;0;1
1;ltl2ldba;ok;0;0.782529;1;1;1;1;1;0;0;1;200;4199;1
1;ltl2ldbaOpt;ok;0;1.42211;1;1;1;1;1;0;0;1;200;4199;1
1;S+S;ok;0;0.0459538;1;1;1;1;1;0;0;1;200;4199;1
1;S+SOpt;ok;0;0.0420974;1;1;1;1;1;0;0;1;200;4199;1
1;LTL2SDBA;ok;0;0.0088833;2;3;3;1;2;1;1;1;400;12597;2
1;LTL2SDBA+Opt;ok;0;0.0293978;1;1;1;1;1;0;0;1;200;4199;1
!((F(!(p1))) M (1));ltl2ldba;ok;0;1.04946;1;1;1;1;1;0;0;0;200;2059;1
!((F(!(p1))) M (1));ltl2ldbaOpt;ok;0;1.54763;1;1;1;1;1;0;0;0;200;2059;1
!((F(!(p1))) M (1));S+S;ok;0;0.0190173;1;1;1;1;1;0;0;0;200;2059;1
!((F(!(p1))) M (1));S+SOpt;ok;0;0.026267;1;1;1;1;1;0;0;0;200;2059;1
!((F(!(p1))) M (1));LTL2SDBA;ok;0;0.0104624;2;3;3;1;2;1;1;0;400;6177;2
!((F(!(p1))) M (1));LTL2SDBA+Opt;ok;0;0.0236782;2;2;2;1;2;0;0;0;201;2071;2
(F(!(p1))) M (1);ltl2ldba;ok;0;0.903546;2;3;4;1;2;0;0;1;400;8264;2
(F(!(p1))) M (1);ltl2ldbaOpt;ok;0;1.0584;2;3;4;1;2;0;0;1;400;8264;2
(F(!(p1))) M (1);S+S;ok;0;0.0213081;2;3;4;1;2;0;0;1;400;8264;2
(F(!(p1))) M (1);S+SOpt;ok;0;0.0407989;2;3;4;1;2;0;0;1;400;8264;2
(F(!(p1))) M (1);LTL2SDBA;ok;0;0.00583253;3;5;8;1;3;1;1;1;600;16528;3
(F(!(p1))) M (1);LTL2SDBA+Opt;ok;0;0.0281507;2;3;4;1;2;0;0;1;400;8264;2
((G(p0)) | (F(p1))) M (1);ltl2ldba;ok;0;1.09008;3;5;12;1;3;1;1;0;600;12360;3
((G(p0)) | (F(p1))) M (1);ltl2ldbaOpt;ok;0;0.880141;3;5;12;1;3;1;1;0;600;12360;3
((G(p0)) | (F(p1))) M (1);S+S;ok;0;0.0203111;3;5;11;1;3;1;1;0;600;11370;3
((G(p0)) | (F(p1))) M (1);S+SOpt;ok;0;0.0281901;3;5;11;1;3;1;1;0;600;11370;3
((G(p0)) | (F(p1))) M (1);LTL2SDBA;ok;0;0.00298263;5;9;23;1;5;3;1;0;1000;23836;5
((G(p0)) | (F(p1))) M (1);LTL2SDBA+Opt;ok;0;0.009439;5;7;17;1;5;1;1;0;998;17590;401
!(((G(p0)) | (F(p1))) M (1));ltl2ldba;ok;0;0.990714;1;2;2;1;1;0;0;0;200;2009;1
!(((G(p0)) | (F(p1))) M (1));ltl2ldbaOpt;ok;0;1.1518;1;2;2;1;1;0;0;0;200;2009;1
!(((G(p0)) | (F(p1))) M (1));S+S;ok;0;0.0249596;1;2;2;1;1;0;0;0;200;2009;1
!(((G(p0)) | (F(p1))) M (1));S+SOpt;ok;0;0.0296975;1;2;2;1;1;0;0;0;200;2009;1
!(((G(p0)) | (F(p1))) M (1));LTL2SDBA;ok;0;0.0113475;6;17;18;1;3;2;1;0;1186;18160;3
!(((G(p0)) | (F(p1))) M (1));LTL2SDBA+Opt;ok;0;0.0150345;3;6;6;1;2;0;0;0;395;3970;2
F(!((!(p1)) <-> (F(G(p1)))));ltl2ldba;ok;0;1.12733;3;6;7;1;3;1;1;1;600;14362;3
F(!((!(p1)) <-> (F(G(p1)))));ltl2ldbaOpt;ok;0;1.13289;3;6;7;1;3;1;1;1;600;14362;3
F(!((!(p1)) <-> (F(G(p1)))));S+S;ok;0;0.0208994;1;1;1;1;1;0;0;1;200;4097;1
F(!((!(p1)) <-> (F(G(p1)))));S+SOpt;ok;0;0.0279388;1;1;1;1;1;0;0;1;200;4097;1
F(!((!(p1)) <-> (F(G(p1)))));LTL2SDBA;ok;0;0.00367472;9;23;25;1;6;5;1;0;1800;51100;6
F(!((!(p1)) <-> (F(G(p1)))));LTL2SDBA+Opt;ok;0;0.0183474;6;11;12;1;5;1;1;0;1200;24537;403
!(F(!((!(p1)) <-> (F(G(p1))))));ltl2ldba;ok;0;1.0854;1;1;1;1;1;0;0;0;1;0;1
!(F(!((!(p1)) <-> (F(G(p1))))));ltl2ldbaOpt;ok;0;1.08173;1;0;0;0;1;0;0;0;1;0;1
!(F(!((!(p1)) <-> (F(G(p1))))));S+S;ok;0;0.0211623;1;0;0;0;1;0;0;0;1;0;1
!(F(!((!(p1)) <-> (F(G(p1))))));S+SOpt;ok;0;0.0386704;1;0;0;0;1;0;0;0;1;0;1
!(F(!((!(p1)) <-> (F(G(p1))))));LTL2SDBA;ok;0;0.00441454;31;73;73;1;26;6;1;0;5815;137425;1233
!(F(!((!(p1)) <-> (F(G(p1))))));LTL2SDBA+Opt;ok;0;0.0119949;1;0;0;0;1;0;0;0;1;0;1
(G(p1)) U ((p1) U (G(F(p1))));ltl2ldba;ok;0;0.822657;1;2;2;1;1;0;0;1;200;4272;1
(G(p1)) U ((p1) U (G(F(p1))));ltl2ldbaOpt;ok;0;0.87435;1;2;2;1;1;0;0;1;200;4272;1
(G(p1)) U ((p1) U (G(F(p1))));S+S;ok;0;0.0204153;1;2;2;1;1;0;0;1;200;4272;1
(G(p1)) U ((p1) U (G(F(p1))));S+SOpt;ok;0;0.0263875;1;2;2;1;1;0;0;1;200;4272;1
(G(p1)) U ((p1) U (G(F(p1))));LTL2SDBA;ok;0;0.0148887;5;14;14;1;2;2;1;1;1000;29904;2
(G(p1)) U ((p1) U (G(F(p1))));LTL2SDBA+Opt;ok;0;0.0182761;3;6;6;1;2;0;0;1;401;8573;2
!((G(p1)) U ((p1) U (G(F(p1)))));ltl2ldba;ok;0;1.04083;2;3;5;1;2;1;1;0;400;10692;2
!((G(p1)) U ((p1) U (G(F(p1)))));ltl2ldbaOpt;ok;0;0.996945;2;3;5;1;2;1;1;0;400;10692;2
!((G(p1)) U ((p1) U (G(F(p1)))));S+S;ok;0;0.0179818;2;3;4;1;2;1;1;0;400;8568;2
!((G(p1)) U ((p1) U (G(F(p1)))));S+SOpt;ok;0;0.027419;2;3;4;1;2;1;1;0;400;8568;2
!((G(p1)) U ((p1) U (G(F(p1)))));LTL2SDBA;ok;0;0.00534148;3;5;6;1;3;2;1;0;600;12864;3
!((G(p1)) U ((p1) U (G(F(p1)))));LTL2SDBA+Opt;ok;0;0.00871901;3;4;5;1;3;1;1;0;600;10716;202
((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1))));ltl2ldba;ok;0;1.02568;5;9;20;1;5;0;0;1;468;9778;70
((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1))));ltl2ldbaOpt;ok;0;1.30227;5;9;20;1;5;0;0;1;468;9778;70
((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1))));S+S;ok;0;0.030792;5;9;20;1;5;0;0;1;468;9778;70
((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1))));S+SOpt;ok;0;0.0253029;5;9;20;1;5;0;0;1;468;9778;70
((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1))));LTL2SDBA;ok;0;0.00943293;5;9;28;1;5;2;1;0;1000;29197;204
((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1))));LTL2SDBA+Opt;ok;0;0.020292;5;9;20;1;5;0;0;1;468;9778;70
!(((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1)))));ltl2ldba;ok;0;2.13506;4;5;8;1;4;0;0;0;268;2456;69
!(((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1)))));ltl2ldbaOpt;ok;0;1.35146;4;5;8;1;4;0;0;0;268;2456;69
!(((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1)))));S+S;ok;0;0.0354742;4;5;8;1;4;0;0;0;268;2456;69
!(((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1)))));S+SOpt;ok;0;0.0452122;4;5;8;1;4;0;0;0;268;2456;69
!(((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1)))));LTL2SDBA;ok;0;0.0116985;14;22;35;1;14;3;1;0;1484;15714;292
!(((!(p1)) U (p1)) U (X((!(p0)) -> (F(p1)))));LTL2SDBA+Opt;ok;0;0.0373856;6;7;11;1;6;0;0;0;310;2910;111
((p1) | ((F(p0)) R ((p1) W (p0)))) M (1);ltl2ldba;ok;0;1.32988;4;7;15;1;4;1;1;0;798;15710;6
((p1) | ((F(p0)) R ((p1) W (p0)))) M (1);ltl2ldbaOpt;ok;0;1.0945;3;5;12;1;3;1;1;0;598;12582;5
((p1) | ((F(p0)) R ((p1) W (p0)))) M (1);S+S;ok;0;0.0192022;2;3;8;1;2;0;0;1;398;8380;4
((p1) | ((F(p0)) R ((p1) W (p0)))) M (1);S+SOpt;ok;0;0.0268942;2;3;8;1;2;0;0;1;398;8380;4
((p1) | ((F(p0)) R ((p1) W (p0)))) M (1);LTL2SDBA;ok;0;0.0033551;3;5;16;1;3;1;1;1;598;16806;5
((p1) | ((F(p0)) R ((p1) W (p0)))) M (1);LTL2SDBA+Opt;ok;0;0.010356;2;3;8;1;2;0;0;1;398;8380;4
!(((p1) | ((F(p0)) R ((p1) W (p0)))) M (1));ltl2ldba;ok;0;2.16749;4;6;6;1;4;1;1;0;792;6276;207
!(((p1) | ((F(p0)) R ((p1) W (p0)))) M (1));ltl2ldbaOpt;ok;0;1.18682;2;2;2;1;2;0;0;0;199;1054;4
!(((p1) | ((F(p0)) R ((p1) W (p0)))) M (1));S+S;ok;0;0.0220812;1;1;1;1;1;0;0;0;198;1046;3
!(((p1) | ((F(p0)) R ((p1) W (p0)))) M (1));S+SOpt;ok;0;0.0285904;1;1;1;1;1;0;0;0;198;1046;3
!(((p1) | ((F(p0)) R ((p1) W (p0)))) M (1));LTL2SDBA;ok;0;0.00336527;2;3;3;1;2;1;1;0;396;3138;6
!(((p1) | ((F(p0)) R ((p1) W (p0)))) M (1));LTL2SDBA+Opt;ok;0;0.0181503;2;2;2;1;2;0;0;0;199;1054;4
!(G((F((p1) & (F(p0)))) W (p1)));ltl2ldba;ok;0;1.59634;4;12;25;1;3;2;1;0;800;25147;3
!(G((F((p1) & (F(p0)))) W (p1)));ltl2ldbaOpt;ok;0;1.42016;4;10;21;1;3;2;1;0;800;21127;3
!(G((F((p1) & (F(p0)))) W (p1)));S+S;ok;0;0.0201207;3;5;11;1;3;1;1;0;600;11045;3
!(G((F((p1) & (F(p0)))) W (p1)));S+SOpt;ok;0;0.0290554;3;5;11;1;3;1;1;0;600;11045;3
!(G((F((p1) & (F(p0)))) W (p1)));LTL2SDBA;ok;0;0.00318028;7;14;25;1;7;3;1;0;1400;24977;8
!(G((F((p1) & (F(p0)))) W (p1)));LTL2SDBA+Opt;ok;0;0.0171955;5;7;15;1;5;1;1;0;998;15048;401
G((F((p1) & (F(p0)))) W (p1));ltl2ldba;ok;0;1.72273;4;13;16;1;1;0;0;1;798;16052;1
G((F((p1) & (F(p0)))) W (p1));ltl2ldbaOpt;ok;0;1.49001;3;8;12;1;1;0;0;1;600;12063;1
G((F((p1) & (F(p0)))) W (p1));S+S;ok;0;0.0460529;6;20;30;1;2;3;1;1;1200;30130;2
G((F((p1) & (F(p0)))) W (p1));S+SOpt;ok;0;0.0562862;5;13;20;1;2;0;0;1;799;16061;2
G((F((p1) & (F(p0)))) W (p1));LTL2SDBA;ok;0;0.00787546;15;66;77;1;6;4;1;1;2990;77172;207
G((F((p1) & (F(p0)))) W (p1));LTL2SDBA+Opt;ok;0;0.0316577;4;10;16;1;2;0;0;1;601;12078;2
X((!(p0)) W (X(p1)));ltl2ldba;ok;0;1.22384;5;8;18;1;5;0;0;0;626;10817;232
X((!(p0)) W (X(p1)));ltl2ldbaOpt;ok;0;0.858627;5;8;18;1;5;0;0;0;626;10817;232
X((!(p0)) W (X(p1)));S+S;ok;0;0.0186103;5;8;18;1;5;0;0;0;626;10817;232
X((!(p0)) W (X(p1)));S+SOpt;ok;0;0.0266117;5;8;18;1;5;0;0;0;626;10817;232
X((!(p0)) W (X(p1)));LTL2SDBA;ok;0;0.00312339;12;25;50;1;8;2;1;0;2199;47025;410
X((!(p0)) W (X(p1)));LTL2SDBA+Opt;ok;0;0.0125867;10;20;40;1;6;1;1;0;1799;36861;404
!(X((!(p0)) W (X(p1))));ltl2ldba;ok;0;1.79769;5;7;16;1;5;0;0;0;626;8648;232
!(X((!(p0)) W (X(p1))));ltl2ldbaOpt;ok;0;0.889341;5;7;16;1;5;0;0;0;626;8648;232
!(X((!(p0)) W (X(p1))));S+S;ok;0;0.0209445;5;7;16;1;5;0;0;0;626;8648;232
!(X((!(p0)) W (X(p1))));S+SOpt;ok;0;0.02766;5;7;16;1;5;0;0;0;626;8648;232
!(X((!(p0)) W (X(p1))));LTL2SDBA;ok;0;0.00360555;6;9;24;1;6;1;1;0;826;16816;233
!(X((!(p0)) W (X(p1))));LTL2SDBA+Opt;ok;0;0.010752;5;7;16;1;5;0;0;0;626;8648;232
(1) U ((p0) xor (p1));ltl2ldba;ok;0;1.37429;2;3;8;1;2;0;0;1;400;8336;2
(1) U ((p0) xor (p1));ltl2ldbaOpt;ok;0;0.87571;2;3;8;1;2;0;0;1;400;8336;2
(1) U ((p0) xor (p1));S+S;ok;0;0.0203959;2;3;8;1;2;0;0;1;400;8336;2
(1) U ((p0) xor (p1));S+SOpt;ok;0;0.0272096;2;3;8;1;2;0;0;1;400;8336;2
(1) U ((p0) xor (p1));LTL2SDBA;ok;0;0.00302856;3;5;16;1;3;1;1;1;600;16672;3
(1) U ((p0) xor (p1));LTL2SDBA+Opt;ok;0;0.00902266;2;3;8;1;2;0;0;1;400;8336;2
!((1) U ((p0) xor (p1)));ltl2ldba;ok;0;0.831366;1;1;2;1;1;0;0;0;200;2038;1
!((1) U ((p0) xor (p1)));ltl2ldbaOpt;ok;0;0.88186;1;1;2;1;1;0;0;0;200;2038;1
!((1) U ((p0) xor (p1)));S+S;ok;0;0.0178353;1;1;2;1;1;0;0;0;200;2038;1
!((1) U ((p0) xor (p1)));S+SOpt;ok;0;0.0246946;1;1;2;1;1;0;0;0;200;2038;1
!((1) U ((p0) xor (p1)));LTL2SDBA;ok;0;0.00573051;2;3;6;1;2;1;1;0;400;6114;2
!((1) U ((p0) xor (p1)));LTL2SDBA+Opt;ok;0;0.0138204;2;2;4;1;2;0;0;0;201;2046;2
X(F(!(p1)));ltl2ldba;ok;0;0.78253;3;4;6;1;3;0;0;1;401;8584;3
X(F(!(p1)));ltl2ldbaOpt;ok;0;0.800365;3;4;6;1;3;0;0;1;401;8584;3
X(F(!(p1)));S+S;ok;0;0.0193008;3;4;6;1;3;0;0;1;401;8584;3
X(F(!(p1)));S+SOpt;ok;0;0.0265501;3;4;6;1;3;0;0;1;401;8584;3
X(F(!(p1)));LTL2SDBA;ok;0;0.00255521;4;6;10;1;4;1;1;1;601;17144;4
X(F(!(p1)));LTL2SDBA+Opt;ok;0;0.00975399;3;4;6;1;3;0;0;1;401;8584;3
!(X(F(!(p1))));ltl2ldba;ok;0;0.804521;2;2;3;1;2;0;0;0;201;2206;2
!(X(F(!(p1))));ltl2ldbaOpt;ok;0;0.775763;2;2;3;1;2;0;0;0;201;2206;2
!(X(F(!(p1))));S+S;ok;0;0.0149996;2;2;3;1;2;0;0;0;201;2206;2
!(X(F(!(p1))));S+SOpt;ok;0;0.0244556;2;2;3;1;2;0;0;0;201;2206;2
!(X(F(!(p1))));LTL2SDBA;ok;0;0.00739414;3;4;5;1;3;1;1;0;401;6570;3
!(X(F(!(p1))));LTL2SDBA+Opt;ok;0;0.00884926;3;3;4;1;3;0;0;0;225;2467;26
(!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1)));ltl2ldba;ok;0;1.15269;7;12;23;1;7;2;1;0;1201;15668;405
(!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1)));ltl2ldbaOpt;ok;0;1.24524;3;4;4;1;3;0;0;0;401;4199;3
(!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1)));S+S;ok;0;0.0198567;3;4;4;1;3;0;0;0;401;4199;3
(!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1)));S+SOpt;ok;0;0.0249633;3;4;4;1;3;0;0;0;401;4199;3
(!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1)));LTL2SDBA;ok;0;0.00494691;5;8;8;1;5;2;1;0;801;12563;5
(!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1)));LTL2SDBA+Opt;ok;0;0.00919304;5;6;6;1;5;0;0;0;418;4378;20
!((!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1))));ltl2ldba;ok;0;1.84;7;16;34;1;7;2;1;0;1201;27198;7
!((!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1))));ltl2ldbaOpt;ok;0;1.69;6;13;14;1;6;2;1;0;1001;23035;6
!((!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1))));S+S;ok;0;0.0191705;4;7;8;1;4;0;0;1;601;12563;4
!((!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1))));S+SOpt;ok;0;0.0257052;4;7;8;1;4;0;0;1;601;12563;4
!((!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1))));LTL2SDBA;ok;0;0.00286683;5;9;12;1;5;1;1;1;801;20927;5
!((!(F(p1))) xor (G(((p1) xor ((X(p0)) M (p1))) U (p1))));LTL2SDBA+Opt;ok;0;0.0102821;4;7;8;1;4;0;0;1;601;12563;4
(p0) W (F((p0) -> (p1)));ltl2ldba;ok;0;0.810793;1;1;4;1;1;0;0;1;200;4120;1
(p0) W (F((p0) -> (p1)));ltl2ldbaOpt;ok;0;0.888506;1;1;1;1;1;0;0;1;200;4120;1
(p0) W (F((p0) -> (p1)));S+S;ok;0;0.0210246;1;1;1;1;1;0;0;1;200;4120;1
(p0) W (F((p0) -> (p1)));S+SOpt;ok;0;0.0302023;1;1;1;1;1;0;0;1;200;4120;1
(p0) W (F((p0) -> (p1)));LTL2SDBA;ok;0;0.00478074;2;3;3;1;2;1;1;1;400;12360;2
(p0) W (F((p0) -> (p1)));LTL2SDBA+Opt;ok;0;0.0191362;1;1;1;1;1;0;0;1;200;4120;1
!((p0) W (F((p0) -> (p1))));ltl2ldba;ok;0;0.909119;1;0;0;1;1;0;0;0;1;0;1
!((p0) W (F((p0) -> (p1))));ltl2ldbaOpt;ok;0;1.87;1;0;0;0;1;0;0;0;1;0;1
!((p0) W (F((p0) -> (p1))));S+S;ok;0;0.0661036;1;0;0;0;1;0;0;0;1;0;1
!((p0) W (F((p0) -> (p1))));S+SOpt;ok;0;0.0600483;1;0;0;0;1;0;0;0;1;0;1
!((p0) W (F((p0) -> (p1))));LTL2SDBA;ok;0;0.00468163;1;0;0;1;1;0;0;0;1;0;1
!((p0) W (F((p0) -> (p1))));LTL2SDBA+Opt;ok;0;0.0417063;1;0;0;0;1;0;0;0;1;0;1
((0) R (p1)) R ((p0) R (X(p0)));ltl2ldba;ok;0;1.16246;5;10;13;1;3;0;0;0;797;9159;3
((0) R (p1)) R ((p0) R (X(p0)));ltl2ldbaOpt;ok;0;2.13878;5;10;13;1;3;0;0;0;797;9159;3
((0) R (p1)) R ((p0) R (X(p0)));S+S;ok;0;0.0201158;5;10;13;1;3;0;0;0;797;9159;3
((0) R (p1)) R ((p0) R (X(p0)));S+SOpt;ok;0;0.0286013;5;10;13;1;3;0;0;0;797;9159;3
((0) R (p1)) R ((p0) R (X(p0)));LTL2SDBA;ok;0;0.0276284;47;114;128;1;35;5;1;0;6920;83461;1364
((0) R (p1)) R ((p0) R (X(p0)));LTL2SDBA+Opt;ok;0;0.0525654;11;20;26;1;10;2;1;0;1258;13763;464
!(((0) R (p1)) R ((p0) R (X(p0))));ltl2ldba;ok;0;1.74297;6;15;24;1;4;0;0;1;997;20506;4
!(((0) R (p1)) R ((p0) R (X(p0))));ltl2ldbaOpt;ok;0;1.13204;6;15;24;1;4;0;0;1;997;20506;4
!(((0) R (p1)) R ((p0) R (X(p0))));S+S;ok;0;0.0352697;6;15;24;1;4;0;0;1;997;20506;4
!(((0) R (p1)) R ((p0) R (X(p0))));S+SOpt;ok;0;0.0253898;6;15;24;1;4;0;0;1;997;20506;4
!(((0) R (p1)) R ((p0) R (X(p0))));LTL2SDBA;ok;0;0.0138511;9;24;52;1;8;5;1;0;1799;53496;408
!(((0) R (p1)) R ((p0) R (X(p0))));LTL2SDBA+Opt;ok;0;0.0232164;6;15;24;1;4;0;0;1;997;20506;4
G(p1);ltl2ldba;ok;0;0.979307;1;1;1;1;1;0;0;0;200;2119;1
G(p1);ltl2ldbaOpt;ok;0;1.0818;1;1;1;1;1;0;0;0;200;2119;1
G(p1);S+S;ok;0;0.0248694;1;1;1;1;1;0;0;0;200;2119;1
G(p1);S+SOpt;ok;0;0.0436461;1;1;1;1;1;0;0;0;200;2119;1
G(p1);LTL2SDBA;ok;0;0.0164367;2;3;3;1;2;1;1;0;400;6357;2
G(p1);LTL2SDBA+Opt;ok;0;0.0202736;2;2;2;1;2;0;0;0;201;2129;2
!(G(p1));ltl2ldba;ok;0;0.875805;2;3;4;1;2;0;0;1;400;8666;2
!(G(p1));ltl2ldbaOpt;ok;0;1.46951;2;3;4;1;2;0;0;1;400;8666;2
!(G(p1));S+S;ok;0;0.0415141;2;3;4;1;2;0;0;1;400;8666;2
!(G(p1));S+SOpt;ok;0;0.022361;2;3;4;1;2;0;0;1;400;8666;2
!(G(p1));LTL2SDBA;ok;0;0.0080882;3;5;8;1;3;1;1;1;600;17332;3
!(G(p1));LTL2SDBA+Opt;ok;0;0.0174357;2;3;4;1;2;0;0;1;400;8666;2
(((p1) M (1)) M (1)) xor ((p0) xor (G(p0)));ltl2ldba;ok;0;1.26838;12;26;35;1;12;2;1;0;2201;30613;413
(((p1) M (1)) M (1)) xor ((p0) xor (G(p0)));ltl2ldbaOpt;ok;0;2.06501;6;12;19;1;6;0;0;0;1001;15779;7
(((p1) M (1)) M (1)) xor ((p0) xor (G(p0)));S+S;ok;0;0.0248873;6;12;19;1;6;0;0;0;1001;15779;7
(((p1) M (1)) M (1)) xor ((p0) xor (G(p0)));S+SOpt;ok;0;0.0341768;6;12;19;1;6;0;0;0;1001;15779;7
(((p1) M (1)) M (1)) xor ((p0) xor (G(p0)));LTL2SDBA;ok;0;0.00703999;10;20;37;1;10;4;1;0;1801;33674;12
(((p1) M (1)) M (1)) xor ((p0) xor (G(p0)));LTL2SDBA+Opt;ok;0;0.0270913;9;15;27;1;9;0;0;0;1597;24143;603
!((((p1) M (1)) M (1)) xor ((p0) xor (G(p0))));ltl2ldba;ok;0;1.3;7;16;24;1;7;2;1;0;1201;20990;9
!((((p1) M (1)) M (1)) xor ((p0) xor (G(p0))));ltl2ldbaOpt;ok;0;1.25294;7;15;23;1;7;1;1;0;1201;19924;9
!((((p1) M (1)) M (1)) xor ((p0) xor (G(p0))));S+S;ok;0;0.0240808;6;13;21;1;6;0;0;0;1001;18849;7
!((((p1) M (1)) M (1)) xor ((p0) xor (G(p0))));S+SOpt;ok;0;0.0285149;6;13;21;1;6;0;0;0;1001;18849;7
!((((p1) M (1)) M (1)) xor ((p0) xor (G(p0))));LTL2SDBA;ok;0;0.00425828;12;25;43;1;12;4;1;0;2201;38864;15
!((((p1) M (1)) M (1)) xor ((p0) xor (G(p0))));LTL2SDBA+Opt;ok;0;0.0228539;10;18;30;1;10;1;1;0;1416;24209;224
(F(G(p0))) -> (X(!(p1)));ltl2ldba;ok;0;1.08758;4;6;16;1;4;0;0;1;419;8804;21
(F(G(p0))) -> (X(!(p1)));ltl2ldbaOpt;ok;0;2.61172;4;6;16;1;4;0;0;1;419;8804;21
(F(G(p0))) -> (X(!(p1)));S+S;ok;0;0.0205363;4;6;16;1;4;0;0;1;419;8804;21
(F(G(p0))) -> (X(!(p1)));S+SOpt;ok;0;0.0309778;4;6;16;1;4;0;0;1;419;8804;21
(F(G(p0))) -> (X(!(p1)));LTL2SDBA;ok;0;0.00375403;9;20;50;1;6;4;1;0;1419;42168;23
(F(G(p0))) -> (X(!(p1)));LTL2SDBA+Opt;ok;0;0.0219533;6;10;26;1;5;1;1;1;736;15674;138
!((F(G(p0))) -> (X(!(p1))));ltl2ldba;ok;0;1.03412;4;6;18;1;4;2;1;0;419;10909;21
!((F(G(p0))) -> (X(!(p1))));ltl2ldbaOpt;ok;0;1.02412;4;6;16;1;4;2;1;0;419;8818;21
!((F(G(p0))) -> (X(!(p1))));S+S;ok;0;0.0198649;4;6;15;1;4;2;1;0;419;8705;21
!((F(G(p0))) -> (X(!(p1))));S+SOpt;ok;0;0.0267515;4;6;15;1;4;2;1;0;419;8705;21
!((F(G(p0))) -> (X(!(p1))));LTL2SDBA;ok;0;0.00299798;5;8;19;1;5;3;1;0;619;12887;22
!((F(G(p0))) -> (X(!(p1))));LTL2SDBA+Opt;ok;0;0.0160112;5;7;17;1;5;2;1;0;619;10796;221
X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0))));ltl2ldba;ok;0;0.978629;7;12;23;1;7;0;0;0;884;13420;486
X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0))));ltl2ldbaOpt;ok;0;0.98716;7;12;23;1;7;0;0;0;884;13420;486
X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0))));S+S;ok;0;0.019241;7;12;23;1;7;0;0;0;884;13420;486
X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0))));S+SOpt;ok;0;0.0275066;7;12;23;1;7;0;0;0;884;13420;486
X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0))));LTL2SDBA;ok;0;0.00308213;8;12;38;1;8;2;1;0;1012;21106;415
X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0))));LTL2SDBA+Opt;ok;0;0.0102578;7;12;23;1;7;0;0;0;884;13420;486
!(X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0)))));ltl2ldba;ok;0;0.971315;7;10;19;1;7;0;0;0;884;12795;486
!(X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0)))));ltl2ldbaOpt;ok;0;1.01115;7;10;19;1;7;0;0;0;884;12795;486
!(X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0)))));S+S;ok;0;0.0191415;7;10;19;1;7;0;0;0;884;12795;486
!(X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0)))));S+SOpt;ok;0;0.026477;7;10;19;1;7;0;0;0;884;12795;486
!(X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0)))));LTL2SDBA;ok;0;0.00475548;11;17;37;1;11;2;1;0;1684;31674;689
!(X((!((!(p1)) | ((p0) M (p1)))) -> (X(X(p0)))));LTL2SDBA+Opt;ok;0;0.0111152;9;13;29;1;9;1;1;0;1284;23275;687
