formula;tool;exit_status;exit_code;time;states;edges;transitions;acc;scc;nondet_states;nondet_aut;complete_aut;product_states;product_transitions;product_scc
(p0) xor (!((F(p1)) W (F(p0))));ltl2ldba;ok;0;0.843511;4;7;15;1;4;2;1;0;601;9512;7
(p0) xor (!((F(p1)) W (F(p0))));ltl2ldbaOpt;ok;0;0.840988;4;7;14;1;4;2;1;0;601;8454;7
(p0) xor (!((F(p1)) W (F(p0))));S+S;ok;0;0.021177;4;7;13;1;4;2;1;0;601;8457;7
(p0) xor (!((F(p1)) W (F(p0))));S+SOpt;ok;0;0.0282229;4;7;13;1;4;2;1;0;601;8457;7
(p0) xor (!((F(p1)) W (F(p0))));LTL2SDBA;ok;0;0.00350291;8;14;26;1;8;5;1;0;1401;22161;20
(p0) xor (!((F(p1)) W (F(p0))));LTL2SDBA+Opt;ok;0;0.0105556;6;9;18;1;6;2;1;0;814;9786;220
!((p0) xor (!((F(p1)) W (F(p0)))));ltl2ldba;ok;0;1.00999;4;8;18;1;4;2;1;0;601;14747;4
!((p0) xor (!((F(p1)) W (F(p0)))));ltl2ldbaOpt;ok;0;1.00679;4;7;16;1;4;1;1;0;601;12639;4
!((p0) xor (!((F(p1)) W (F(p0)))));S+S;ok;0;0.0232104;4;8;16;1;4;2;1;0;601;13685;4
!((p0) xor (!((F(p1)) W (F(p0)))));S+SOpt;ok;0;0.0279537;4;8;16;1;4;2;1;0;601;13685;4
!((p0) xor (!((F(p1)) W (F(p0)))));LTL2SDBA;ok;0;0.00437323;18;61;86;1;10;4;1;0;3393;86060;215
!((p0) xor (!((F(p1)) W (F(p0)))));LTL2SDBA+Opt;ok;0;0.0202953;6;11;13;1;5;1;1;0;1001;25251;204
!((0) R (!(X((F(p1)) U (p0)))));ltl2ldba;ok;0;0.932781;3;4;12;1;3;0;0;1;401;8449;3
!((0) R (!(X((F(p1)) U (p0)))));ltl2ldbaOpt;ok;0;1.03728;3;4;6;1;3;0;0;1;401;8449;3
!((0) R (!(X((F(p1)) U (p0)))));S+S;ok;0;0.0206328;3;4;6;1;3;0;0;1;401;8449;3
!((0) R (!(X((F(p1)) U (p0)))));S+SOpt;ok;0;0.027748;3;4;6;1;3;0;0;1;401;8449;3
!((0) R (!(X((F(p1)) U (p0)))));LTL2SDBA;ok;0;0.00325064;4;6;10;1;4;1;1;1;601;16881;4
!((0) R (!(X((F(p1)) U (p0)))));LTL2SDBA+Opt;ok;0;0.00991163;3;4;6;1;3;0;0;1;401;8449;3
(0) R (!(X((F(p1)) U (p0))));ltl2ldba;ok;0;0.854795;2;2;6;1;2;0;0;0;201;2099;2
(0) R (!(X((F(p1)) U (p0))));ltl2ldbaOpt;ok;0;1.04451;2;2;3;1;2;0;0;0;201;2099;2
(0) R (!(X((F(p1)) U (p0))));S+S;ok;0;0.0203524;2;2;3;1;2;0;0;0;201;2099;2
(0) R (!(X((F(p1)) U (p0))));S+SOpt;ok;0;0.0275854;2;2;3;1;2;0;0;0;201;2099;2
(0) R (!(X((F(p1)) U (p0))));LTL2SDBA;ok;0;0.00273659;3;4;5;1;3;1;1;0;401;6263;3
(0) R (!(X((F(p1)) U (p0))));LTL2SDBA+Opt;ok;0;0.00965085;3;3;4;1;3;0;0;0;218;2273;19
(0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0)));ltl2ldba;ok;0;0.984483;4;8;11;1;3;0;0;0;597;7319;4
(0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0)));ltl2ldbaOpt;ok;0;0.962779;4;8;11;1;3;0;0;0;597;7319;4
(0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0)));S+S;ok;0;0.0203501;4;8;11;1;3;0;0;0;597;7319;4
(0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0)));S+SOpt;ok;0;0.0261746;4;8;11;1;3;0;0;0;597;7319;4
(0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0)));LTL2SDBA;ok;0;0.00606872;23;55;71;1;19;5;1;0;4354;61436;1002
(0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0)));LTL2SDBA+Opt;ok;0;0.0230231;7;16;23;1;5;2;1;0;1189;13624;202
!((0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0))));ltl2ldba;ok;0;1.18139;7;17;27;1;6;3;1;0;1197;22150;206
!((0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0))));ltl2ldbaOpt;ok;0;1.19985;6;14;23;1;5;1;1;0;997;20063;6
!((0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0))));S+S;ok;0;0.0206455;5;12;20;1;4;0;0;1;797;16916;5
!((0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0))));S+SOpt;ok;0;0.029561;5;12;20;1;4;0;0;1;797;16916;5
!((0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0))));LTL2SDBA;ok;0;0.00335112;8;14;33;1;8;2;1;0;1600;35011;605
!((0) R (((G(p0)) xor (X(p1))) -> ((0) R (p0))));LTL2SDBA+Opt;ok;0;0.0165327;5;12;20;1;4;0;0;1;797;16916;5
X(((p0) -> (p1)) M (1));ltl2ldba;ok;0;0.786806;3;4;12;1;3;0;0;1;400;8318;4
X(((p0) -> (p1)) M (1));ltl2ldbaOpt;ok;0;0.805888;3;4;12;1;3;0;0;1;400;8318;4
X(((p0) -> (p1)) M (1));S+S;ok;0;0.0227169;3;4;12;1;3;0;0;1;400;8318;4
X(((p0) -> (p1)) M (1));S+SOpt;ok;0;0.0275762;3;4;12;1;3;0;0;1;400;8318;4
X(((p0) -> (p1)) M (1));LTL2SDBA;ok;0;0.00348526;4;6;20;1;4;1;1;1;600;16634;5
X(((p0) -> (p1)) M (1));LTL2SDBA+Opt;ok;0;0.017719;3;4;12;1;3;0;0;1;400;8318;4
!(X(((p0) -> (p1)) M (1)));ltl2ldba;ok;0;0.814575;2;2;5;1;2;0;0;0;200;1038;3
!(X(((p0) -> (p1)) M (1)));ltl2ldbaOpt;ok;0;0.828757;2;2;5;1;2;0;0;0;200;1038;3
!(X(((p0) -> (p1)) M (1)));S+S;ok;0;0.0233125;2;2;5;1;2;0;0;0;200;1038;3
!(X(((p0) -> (p1)) M (1)));S+SOpt;ok;0;0.0271131;2;2;5;1;2;0;0;0;200;1038;3
!(X(((p0) -> (p1)) M (1)));LTL2SDBA;ok;0;0.00382564;3;4;7;1;3;1;1;0;399;3068;5
!(X(((p0) -> (p1)) M (1)));LTL2SDBA+Opt;ok;0;0.00961468;3;3;6;1;3;0;0;0;223;1165;26
(F(G(X(p1)))) M ((!(p1)) M (p1));ltl2ldba;ok;0;0.810398;1;0;0;1;1;0;0;0;1;0;1
(F(G(X(p1)))) M ((!(p1)) M (p1));ltl2ldbaOpt;ok;0;0.795675;1;0;0;0;1;0;0;0;1;0;1
(F(G(X(p1)))) M ((!(p1)) M (p1));S+S;ok;0;0.0198263;1;0;0;0;1;0;0;0;1;0;1
(F(G(X(p1)))) M ((!(p1)) M (p1));S+SOpt;ok;0;0.0260095;1;0;0;0;1;0;0;0;1;0;1
(F(G(X(p1)))) M ((!(p1)) M (p1));LTL2SDBA;ok;0;0.00264603;1;0;0;1;1;0;0;0;1;0;1
(F(G(X(p1)))) M ((!(p1)) M (p1));LTL2SDBA+Opt;ok;0;0.00912956;1;0;0;0;1;0;0;0;1;0;1
!((F(G(X(p1)))) M ((!(p1)) M (p1)));ltl2ldba;ok;0;0.957626;1;1;2;1;1;0;0;1;200;4214;1
!((F(G(X(p1)))) M ((!(p1)) M (p1)));ltl2ldbaOpt;ok;0;1.00083;1;1;1;1;1;0;0;1;200;4214;1
!((F(G(X(p1)))) M ((!(p1)) M (p1)));S+S;ok;0;0.0194575;1;1;1;1;1;0;0;1;200;4214;1
!((F(G(X(p1)))) M ((!(p1)) M (p1)));S+SOpt;ok;0;0.0281338;1;1;1;1;1;0;0;1;200;4214;1
!((F(G(X(p1)))) M ((!(p1)) M (p1)));LTL2SDBA;ok;0;0.00330549;2;3;3;1;2;1;1;1;400;12642;2
!((F(G(X(p1)))) M ((!(p1)) M (p1)));LTL2SDBA+Opt;ok;0;0.0184466;1;1;1;1;1;0;0;1;200;4214;1
G(!(X(p0)));ltl2ldba;ok;0;0.776709;2;2;3;1;2;0;0;0;201;2121;2
G(!(X(p0)));ltl2ldbaOpt;ok;0;0.816322;2;2;3;1;2;0;0;0;201;2121;2
G(!(X(p0)));S+S;ok;0;0.0215708;2;2;3;1;2;0;0;0;201;2121;2
G(!(X(p0)));S+SOpt;ok;0;0.0266037;2;2;3;1;2;0;0;0;201;2121;2
G(!(X(p0)));LTL2SDBA;ok;0;0.0037653;3;4;5;1;3;1;1;0;401;6329;3
G(!(X(p0)));LTL2SDBA+Opt;ok;0;0.00973317;3;3;4;1;3;0;0;0;218;2305;19
!(G(!(X(p0))));ltl2ldba;ok;0;0.849839;3;4;6;1;3;0;0;1;401;8303;3
!(G(!(X(p0))));ltl2ldbaOpt;ok;0;0.826185;3;4;6;1;3;0;0;1;401;8303;3
!(G(!(X(p0))));S+S;ok;0;0.0198353;3;4;6;1;3;0;0;1;401;8303;3
!(G(!(X(p0))));S+SOpt;ok;0;0.0269807;3;4;6;1;3;0;0;1;401;8303;3
!(G(!(X(p0))));LTL2SDBA;ok;0;0.00300494;4;6;10;1;4;1;1;1;601;16589;4
!(G(!(X(p0))));LTL2SDBA+Opt;ok;0;0.0103736;3;4;6;1;3;0;0;1;401;8303;3
p0;ltl2ldba;ok;0;0.809767;2;2;3;1;2;0;0;0;201;4167;2
p0;ltl2ldbaOpt;ok;0;0.786174;2;2;3;1;2;0;0;0;201;4167;2
p0;S+S;ok;0;0.0203073;2;2;3;1;2;0;0;0;201;4167;2
p0;S+SOpt;ok;0;0.0264831;2;2;3;1;2;0;0;0;201;4167;2
p0;LTL2SDBA;ok;0;0.00300381;3;4;7;1;3;1;1;0;401;12485;3
p0;LTL2SDBA+Opt;ok;0;0.0117265;2;2;3;1;2;0;0;0;201;4167;2
!(p0);ltl2ldba;ok;0;0.783192;2;2;3;1;2;0;0;0;201;4168;2
!(p0);ltl2ldbaOpt;ok;0;0.790127;2;2;3;1;2;0;0;0;201;4168;2
!(p0);S+S;ok;0;0.0200987;2;2;3;1;2;0;0;0;201;4168;2
!(p0);S+SOpt;ok;0;0.0266263;2;2;3;1;2;0;0;0;201;4168;2
!(p0);LTL2SDBA;ok;0;0.00323145;3;4;7;1;3;1;1;0;401;12486;3
!(p0);LTL2SDBA+Opt;ok;0;0.00924094;2;2;3;1;2;0;0;0;201;4168;2
(((p0) & (!(p1))) W (G(p0))) W (p0);ltl2ldba;ok;0;0.820305;2;2;6;1;2;0;0;0;201;4126;2
(((p0) & (!(p1))) W (G(p0))) W (p0);ltl2ldbaOpt;ok;0;0.964338;2;2;3;1;2;0;0;0;201;4126;2
(((p0) & (!(p1))) W (G(p0))) W (p0);S+S;ok;0;0.0164921;2;2;3;1;2;0;0;0;201;4126;2
(((p0) & (!(p1))) W (G(p0))) W (p0);S+SOpt;ok;0;0.0268509;2;2;3;1;2;0;0;0;201;4126;2
(((p0) & (!(p1))) W (G(p0))) W (p0);LTL2SDBA;ok;0;0.0028281;3;4;7;1;3;1;1;0;401;12352;3
(((p0) & (!(p1))) W (G(p0))) W (p0);LTL2SDBA+Opt;ok;0;0.0106961;2;2;3;1;2;0;0;0;201;4126;2
!((((p0) & (!(p1))) W (G(p0))) W (p0));ltl2ldba;ok;0;0.969049;2;2;6;1;2;0;0;0;201;4126;2
!((((p0) & (!(p1))) W (G(p0))) W (p0));ltl2ldbaOpt;ok;0;0.996121;2;2;3;1;2;0;0;0;201;4126;2
!((((p0) & (!(p1))) W (G(p0))) W (p0));S+S;ok;0;0.0194122;2;2;3;1;2;0;0;0;201;4126;2
!((((p0) & (!(p1))) W (G(p0))) W (p0));S+SOpt;ok;0;0.0262509;2;2;3;1;2;0;0;0;201;4126;2
!((((p0) & (!(p1))) W (G(p0))) W (p0));LTL2SDBA;ok;0;0.00370349;3;4;7;1;3;1;1;0;401;12352;3
!((((p0) & (!(p1))) W (G(p0))) W (p0));LTL2SDBA+Opt;ok;0;0.00964808;2;2;3;1;2;0;0;0;201;4126;2
!((X(!(p1))) M (p0));ltl2ldba;ok;0;0.817095;3;5;10;1;3;0;0;0;398;6254;3
!((X(!(p1))) M (p0));ltl2ldbaOpt;ok;0;0.958962;3;5;10;1;3;0;0;0;398;6254;3
!((X(!(p1))) M (p0));S+S;ok;0;0.0229828;3;5;10;1;3;0;0;0;398;6254;3
!((X(!(p1))) M (p0));S+SOpt;ok;0;0.0311813;3;5;10;1;3;0;0;0;398;6254;3
!((X(!(p1))) M (p0));LTL2SDBA;ok;0;0.00323791;7;12;25;1;7;2;1;0;1195;21851;206
!((X(!(p1))) M (p0));LTL2SDBA+Opt;ok;0;0.0239055;5;8;18;1;5;1;1;0;798;14584;204
(X(!(p1))) M (p0);ltl2ldba;ok;0;0.779386;3;4;9;1;3;0;0;0;398;7251;3
(X(!(p1))) M (p0);ltl2ldbaOpt;ok;0;0.818927;3;4;9;1;3;0;0;0;398;7251;3
(X(!(p1))) M (p0);S+S;ok;0;0.0205617;3;4;9;1;3;0;0;0;398;7251;3
(X(!(p1))) M (p0);S+SOpt;ok;0;0.0267488;3;4;9;1;3;0;0;0;398;7251;3
(X(!(p1))) M (p0);LTL2SDBA;ok;0;0.00322522;4;6;17;1;4;1;1;0;598;15585;4
(X(!(p1))) M (p0);LTL2SDBA+Opt;ok;0;0.00997151;3;4;9;1;3;0;0;0;398;7251;3
(F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0)));ltl2ldba;ok;0;1.06456;7;15;23;1;7;0;0;0;538;8014;140
(F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0)));ltl2ldbaOpt;ok;0;1.04419;7;15;23;1;7;0;0;0;538;8014;140
(F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0)));S+S;ok;0;0.0203184;5;9;22;1;5;2;1;0;801;14586;204
(F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0)));S+SOpt;ok;0;0.0299315;5;9;22;1;5;2;1;0;801;14586;204
(F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0)));LTL2SDBA;ok;0;0.00364546;11;27;46;1;8;5;1;0;1999;39407;207
(F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0)));LTL2SDBA+Opt;ok;0;0.0208611;8;14;30;1;7;2;1;0;1213;20928;417
!((F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0))));ltl2ldba;ok;0;1.0679;8;16;25;1;8;2;1;0;738;14185;141
!((F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0))));ltl2ldbaOpt;ok;0;1.07634;8;16;24;1;8;2;1;0;738;13171;141
!((F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0))));S+S;ok;0;0.0223119;8;17;25;1;8;3;1;0;738;12943;141
!((F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0))));S+SOpt;ok;0;0.0316308;8;17;25;1;8;3;1;0;738;12943;141
!((F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0))));LTL2SDBA;ok;0;0.00369499;13;26;46;1;13;7;1;0;1421;28340;227
!((F((p1) -> (G(!(F(p0)))))) -> ((p0) U (X(p0))));LTL2SDBA+Opt;ok;0;0.0261238;10;19;32;1;10;3;1;0;1138;19413;541
((p1) <-> (F(G(p1)))) M (1);ltl2ldba;ok;0;0.859421;3;6;7;1;3;1;1;1;600;14534;3
((p1) <-> (F(G(p1)))) M (1);ltl2ldbaOpt;ok;0;0.905531;3;6;7;1;3;1;1;1;600;14534;3
((p1) <-> (F(G(p1)))) M (1);S+S;ok;0;0.0220448;1;1;1;1;1;0;0;1;200;4142;1
((p1) <-> (F(G(p1)))) M (1);S+SOpt;ok;0;0.0269217;1;1;1;1;1;0;0;1;200;4142;1
((p1) <-> (F(G(p1)))) M (1);LTL2SDBA;ok;0;0.00478054;9;23;25;1;6;5;1;0;1800;51590;6
((p1) <-> (F(G(p1)))) M (1);LTL2SDBA+Opt;ok;0;0.0231949;6;11;12;1;5;1;1;0;1200;24778;403
!(((p1) <-> (F(G(p1)))) M (1));ltl2ldba;ok;0;1.05307;1;1;1;1;1;0;0;0;1;0;1
!(((p1) <-> (F(G(p1)))) M (1));ltl2ldbaOpt;ok;0;1.04862;1;0;0;0;1;0;0;0;1;0;1
!(((p1) <-> (F(G(p1)))) M (1));S+S;ok;0;0.0216773;1;0;0;0;1;0;0;0;1;0;1
!(((p1) <-> (F(G(p1)))) M (1));S+SOpt;ok;0;0.0269839;1;0;0;0;1;0;0;0;1;0;1
!(((p1) <-> (F(G(p1)))) M (1));LTL2SDBA;ok;0;0.00572333;31;73;73;1;26;6;1;0;5807;138655;1225
!(((p1) <-> (F(G(p1)))) M (1));LTL2SDBA+Opt;ok;0;0.021911;1;0;0;0;1;0;0;0;1;0;1
X(!(p1));ltl2ldba;ok;0;0.819056;3;3;5;1;3;0;0;0;219;4395;20
X(!(p1));ltl2ldbaOpt;ok;0;0.810987;3;3;5;1;3;0;0;0;219;4395;20
X(!(p1));S+S;ok;0;0.0204719;3;3;5;1;3;0;0;0;219;4395;20
X(!(p1));S+SOpt;ok;0;0.0272571;3;3;5;1;3;0;0;0;219;4395;20
X(!(p1));LTL2SDBA;ok;0;0.00276414;4;5;9;1;4;1;1;0;419;12763;21
X(!(p1));LTL2SDBA+Opt;ok;0;0.0098396;3;3;5;1;3;0;0;0;219;4395;20
!(X(!(p1)));ltl2ldba;ok;0;0.797363;3;3;5;1;3;0;0;0;219;4389;20
!(X(!(p1)));ltl2ldbaOpt;ok;0;0.80449;3;3;5;1;3;0;0;0;219;4389;20
!(X(!(p1)));S+S;ok;0;0.0207181;3;3;5;1;3;0;0;0;219;4389;20
!(X(!(p1)));S+SOpt;ok;0;0.0277343;3;3;5;1;3;0;0;0;219;4389;20
!(X(!(p1)));LTL2SDBA;ok;0;0.00279927;4;5;9;1;4;1;1;0;419;12757;21
!(X(!(p1)));LTL2SDBA+Opt;ok;0;0.0105711;3;3;5;1;3;0;0;0;219;4389;20
(F(p1)) M (F((p0) W (p1)));ltl2ldba;ok;0;0.809183;2;3;8;1;2;0;0;1;400;8506;2
(F(p1)) M (F((p0) W (p1)));ltl2ldbaOpt;ok;0;0.839449;2;3;4;1;2;0;0;1;400;8506;2
(F(p1)) M (F((p0) W (p1)));S+S;ok;0;0.0208327;2;3;4;1;2;0;0;1;400;8506;2
(F(p1)) M (F((p0) W (p1)));S+SOpt;ok;0;0.0273992;2;3;4;1;2;0;0;1;400;8506;2
(F(p1)) M (F((p0) W (p1)));LTL2SDBA;ok;0;0.00302363;3;5;8;1;3;1;1;1;600;17012;3
(F(p1)) M (F((p0) W (p1)));LTL2SDBA+Opt;ok;0;0.00969656;2;3;4;1;2;0;0;1;400;8506;2
!((F(p1)) M (F((p0) W (p1))));ltl2ldba;ok;0;0.942938;1;1;2;1;1;0;0;0;200;2207;1
!((F(p1)) M (F((p0) W (p1))));ltl2ldbaOpt;ok;0;0.83088;1;1;1;1;1;0;0;0;200;2207;1
!((F(p1)) M (F((p0) W (p1))));S+S;ok;0;0.0195646;1;1;1;1;1;0;0;0;200;2207;1
!((F(p1)) M (F((p0) W (p1))));S+SOpt;ok;0;0.0271645;1;1;1;1;1;0;0;0;200;2207;1
!((F(p1)) M (F((p0) W (p1))));LTL2SDBA;ok;0;0.00297551;2;3;3;1;2;1;1;0;400;6621;2
!((F(p1)) M (F((p0) W (p1))));LTL2SDBA+Opt;ok;0;0.0100516;2;2;2;1;2;0;0;0;201;2217;2
(1) U ((p0) & (G(p0)));ltl2ldba;ok;0;0.82426;2;3;5;1;2;1;1;0;400;10482;2
(1) U ((p0) & (G(p0)));ltl2ldbaOpt;ok;0;0.87701;2;3;5;1;2;1;1;0;400;10482;2
(1) U ((p0) & (G(p0)));S+S;ok;0;0.0210247;2;3;4;1;2;1;1;0;400;8373;2
(1) U ((p0) & (G(p0)));S+SOpt;ok;0;0.0268124;2;3;4;1;2;1;1;0;400;8373;2
(1) U ((p0) & (G(p0)));LTL2SDBA;ok;0;0.00365006;3;5;6;1;3;2;1;0;600;12549;3
(1) U ((p0) & (G(p0)));LTL2SDBA+Opt;ok;0;0.0164641;3;4;5;1;3;1;1;0;600;10461;202
!((1) U ((p0) & (G(p0))));ltl2ldba;ok;0;0.898103;1;2;2;1;1;0;0;1;200;4197;1
!((1) U ((p0) & (G(p0))));ltl2ldbaOpt;ok;0;0.855218;1;2;2;1;1;0;0;1;200;4197;1
!((1) U ((p0) & (G(p0))));S+S;ok;0;0.0206482;1;2;2;1;1;0;0;1;200;4197;1
!((1) U ((p0) & (G(p0))));S+SOpt;ok;0;0.0265168;1;2;2;1;1;0;0;1;200;4197;1
!((1) U ((p0) & (G(p0))));LTL2SDBA;ok;0;0.00309709;5;14;14;1;2;2;1;1;1000;29379;2
!((1) U ((p0) & (G(p0))));LTL2SDBA+Opt;ok;0;0.0107385;3;6;6;1;2;0;0;1;401;8418;2
F(X(!((p0) xor (!(p0)))));ltl2ldba;ok;0;0.856843;1;0;0;1;1;0;0;0;1;0;1
F(X(!((p0) xor (!(p0)))));ltl2ldbaOpt;ok;0;0.763897;1;0;0;0;1;0;0;0;1;0;1
F(X(!((p0) xor (!(p0)))));S+S;ok;0;0.0198792;1;0;0;0;1;0;0;0;1;0;1
F(X(!((p0) xor (!(p0)))));S+SOpt;ok;0;0.0287068;1;0;0;0;1;0;0;0;1;0;1
F(X(!((p0) xor (!(p0)))));LTL2SDBA;ok;0;0.00275538;1;0;0;1;1;0;0;0;1;0;1
F(X(!((p0) xor (!(p0)))));LTL2SDBA+Opt;ok;0;0.00913555;1;0;0;0;1;0;0;0;1;0;1
!(F(X(!((p0) xor (!(p0))))));ltl2ldba;ok;0;0.962577;1;1;2;1;1;0;0;1;200;4294;1
!(F(X(!((p0) xor (!(p0))))));ltl2ldbaOpt;ok;0;0.982686;1;1;1;1;1;0;0;1;200;4294;1
!(F(X(!((p0) xor (!(p0))))));S+S;ok;0;0.019675;1;1;1;1;1;0;0;1;200;4294;1
!(F(X(!((p0) xor (!(p0))))));S+SOpt;ok;0;0.0287171;1;1;1;1;1;0;0;1;200;4294;1
!(F(X(!((p0) xor (!(p0))))));LTL2SDBA;ok;0;0.00358982;2;3;3;1;2;1;1;1;400;12882;2
!(F(X(!((p0) xor (!(p0))))));LTL2SDBA+Opt;ok;0;0.00933199;1;1;1;1;1;0;0;1;200;4294;1
(F(p1)) R ((p0) & ((p0) <-> (p1)));ltl2ldba;ok;0;0.844251;2;2;5;1;2;0;0;0;201;4105;2
(F(p1)) R ((p0) & ((p0) <-> (p1)));ltl2ldbaOpt;ok;0;0.826528;2;2;5;1;2;0;0;0;201;4105;2
(F(p1)) R ((p0) & ((p0) <-> (p1)));S+S;ok;0;0.0202695;2;2;5;1;2;0;0;0;201;4105;2
(F(p1)) R ((p0) & ((p0) <-> (p1)));S+SOpt;ok;0;0.0265937;2;2;5;1;2;0;0;0;201;4105;2
(F(p1)) R ((p0) & ((p0) <-> (p1)));LTL2SDBA;ok;0;0.00315245;3;4;13;1;3;1;1;0;401;12301;3
(F(p1)) R ((p0) & ((p0) <-> (p1)));LTL2SDBA+Opt;ok;0;0.0099711;2;2;5;1;2;0;0;0;201;4105;2
!((F(p1)) R ((p0) & ((p0) <-> (p1))));ltl2ldba;ok;0;0.969729;2;2;7;1;2;0;0;0;201;4112;2
!((F(p1)) R ((p0) & ((p0) <-> (p1))));ltl2ldbaOpt;ok;0;0.979832;2;2;7;1;2;0;0;0;201;4112;2
!((F(p1)) R ((p0) & ((p0) <-> (p1))));S+S;ok;0;0.0198328;2;2;7;1;2;0;0;0;201;4112;2
!((F(p1)) R ((p0) & ((p0) <-> (p1))));S+SOpt;ok;0;0.0262731;2;2;7;1;2;0;0;0;201;4112;2
!((F(p1)) R ((p0) & ((p0) <-> (p1))));LTL2SDBA;ok;0;0.00322871;3;4;15;1;3;1;1;0;401;12308;3
!((F(p1)) R ((p0) & ((p0) <-> (p1))));LTL2SDBA+Opt;ok;0;0.0105691;2;2;7;1;2;0;0;0;201;4112;2
(!((!(p1)) M (p0))) W (!(p0));ltl2ldba;ok;0;0.96471;2;3;7;1;2;0;0;0;400;7448;3
(!((!(p1)) M (p0))) W (!(p0));ltl2ldbaOpt;ok;0;0.836321;2;3;7;1;2;0;0;0;400;7448;3
(!((!(p1)) M (p0))) W (!(p0));S+S;ok;0;0.0200616;2;3;7;1;2;0;0;0;400;7448;3
(!((!(p1)) M (p0))) W (!(p0));S+SOpt;ok;0;0.0260553;2;3;7;1;2;0;0;0;400;7448;3
(!((!(p1)) M (p0))) W (!(p0));LTL2SDBA;ok;0;0.00398942;12;29;55;1;10;3;1;0;2201;49166;212
(!((!(p1)) M (p0))) W (!(p0));LTL2SDBA+Opt;ok;0;0.0172977;7;14;29;1;6;2;1;0;1201;24554;206
!((!((!(p1)) M (p0))) W (!(p0)));ltl2ldba;ok;0;0.958292;2;3;6;1;2;0;0;0;400;6366;3
!((!((!(p1)) M (p0))) W (!(p0)));ltl2ldbaOpt;ok;0;0.94769;2;3;6;1;2;0;0;0;400;6366;3
!((!((!(p1)) M (p0))) W (!(p0)));S+S;ok;0;0.0206187;2;3;6;1;2;0;0;0;400;6366;3
!((!((!(p1)) M (p0))) W (!(p0)));S+SOpt;ok;0;0.0263806;2;3;6;1;2;0;0;0;400;6366;3
!((!((!(p1)) M (p0))) W (!(p0)));LTL2SDBA;ok;0;0.00342602;4;8;17;1;4;2;1;0;800;18070;6
!((!((!(p1)) M (p0))) W (!(p0)));LTL2SDBA+Opt;ok;0;0.0119042;2;3;6;1;2;0;0;0;400;6366;3
(p0) W (((p0) M (G((0) R (F(p1))))) -> (p0));ltl2ldba;ok;0;1.02183;6;14;34;1;6;3;1;0;1001;26810;8
(p0) W (((p0) M (G((0) R (F(p1))))) -> (p0));ltl2ldbaOpt;ok;0;1.05703;5;9;22;1;5;2;1;0;801;14472;6
(p0) W (((p0) M (G((0) R (F(p1))))) -> (p0));S+S;ok;0;0.0229417;8;15;37;1;8;4;1;0;1401;33900;10
(p0) W (((p0) M (G((0) R (F(p1))))) -> (p0));S+SOpt;ok;0;0.0345729;8;13;31;1;8;2;1;0;1214;23878;221
(p0) W (((p0) M (G((0) R (F(p1))))) -> (p0));LTL2SDBA;ok;0;0.00332211;8;15;37;1;8;5;1;0;1401;30829;10
(p0) W (((p0) M (G((0) R (F(p1))))) -> (p0));LTL2SDBA+Opt;ok;0;0.0240615;8;12;29;1;8;2;1;0;1023;16797;228
!((p0) W (((p0) M (G((0) R (F(p1))))) -> (p0)));ltl2ldba;ok;0;1.03976;4;10;14;1;4;0;0;0;600;12369;6
!((p0) W (((p0) M (G((0) R (F(p1))))) -> (p0)));ltl2ldbaOpt;ok;0;1.01415;4;9;14;1;4;0;0;0;600;12369;6
!((p0) W (((p0) M (G((0) R (F(p1))))) -> (p0)));S+S;ok;0;0.0208833;3;5;10;1;3;0;0;0;401;8263;4
!((p0) W (((p0) M (G((0) R (F(p1))))) -> (p0)));S+SOpt;ok;0;0.0291924;3;5;10;1;3;0;0;0;401;8263;4
!((p0) W (((p0) M (G((0) R (F(p1))))) -> (p0)));LTL2SDBA;ok;0;0.0053825;7;18;36;1;4;3;1;0;1201;35101;4
!((p0) W (((p0) M (G((0) R (F(p1))))) -> (p0)));LTL2SDBA+Opt;ok;0;0.0223463;5;9;18;1;4;0;0;0;801;16517;204
(X(X(p1))) | ((p1) W (0));ltl2ldba;ok;0;0.836299;5;6;9;1;5;0;0;0;397;6489;198
